,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2162.0,개방화장실,법제3조제16호-영제3조제1항제1호,학교법인대진교육재단제인병원,"서울특별시 성동구 광나루로 243, 학교법인대진교육재단 제인병원 (송정동)",서울특별시 성동구 송정동 81-14 학교법인대진교육재단 제인병원,3,2,1,1,0,0,3,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5494612677553,127.056943711312,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2163.0,개방화장실,법제3조제16호-영제3조제1항제1호,한양대학교병원,"서울특별시 성동구 왕십리로 222-1, 한양대학교병원 (사근동)",서울특별시 성동구 사근동 110 한양대학교병원,27,21,1,1,0,0,27,1,0,병원,"""""",상시,07:00~19:00,"""""",37.5545036393023,127.046611216845,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2164.0,개방화장실,법제3조제16호-영제3조제1항제1호,성동구 금호분소,"서울특별시 성동구 행당로 12, 성동구보건소 금호분소 (금호동1가)",서울특별시 성동구 금호동1가 1828 성동구보건소 금호분소,6,10,1,1,0,0,10,1,0,서울특별시 성동구청 보건의료과,"""""",상시,07:00~19:00,"""""",37.5544843259122,127.021371721475,민간소유-법인,수세식,N,Y,여자화장실,N,N,"""""","""""",2023-12-20
2165.0,개방화장실,법제3조제16호-영제3조제1항제1호,엔터식스 왕십리점,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",서울특별시 성동구 행당동 168-151 왕십리민자역사,4,8,1,1,1,1,20,1,1,상가,"""""",상시,07:00~19:00,"""""",37.5614417528647,127.038394194396,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2166.0,개방화장실,법제3조제16호-영제3조제1항제1호,엔터식스 한양대점,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)",서울특별시 성동구 행당동 377 서울숲 더샵,21,22,1,1,1,1,36,1,1,상가,"""""",상시,07:00~19:00,"""""",37.5571686563914,127.040104919932,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
2167.0,개방화장실,법제3조제16호-영제3조제1항제1호,이마트 왕십리점,"서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 (행당동)",서울특별시 성동구 행당동 168-151 왕십리민자역사,6,8,0,0,0,1,14,0,0,상가,"""""",상시,07:00~19:00,"""""",37.5614417528647,127.038394194396,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
2168.0,개방화장실,법제3조제16호-영제3조제1항제1호,왕십리문화공원,서울특별시 성동구 도선동 35-2,서울특별시 성동구 도선동 35-2,2,2,0,0,0,0,4,1,1,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2002-07,37.5618,127.0352,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2023-12-20
2169.0,개방화장실,법제3조제16호-영제3조제1항제1호,도선공영주차장,서울특별시 성동구 무학로8길 8,서울특별시 성동구 홍익동 369,1,1,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2013-01,37.5656,127.0318,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2023-12-20
2170.0,개방화장실,법제3조제16호-영제3조제1항제1호,미소어린이공원,서울특별시 성동구 하왕십리동 1055,서울특별시 성동구 하왕십리동 1055,0,0,1,1,0,0,1,1,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2023-11,37.5600171355306,127.023454234125,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,"""""",2023-12-20
2171.0,개방화장실,법제3조제16호-영제3조제1항제1호,무학봉근린공원,서울특별시 성동구 왕십리로31길 29-1,서울특별시 성동구 하왕십리동 890-334,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2005-01,37.562,127.0272,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2023-12-20
2172.0,개방화장실,법제3조제16호-영제3조제1항제1호,자전거체험학습장,서울특별시 성동구 살곶이길 115,서울특별시 성동구 마장동 811,1,1,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2012-01,37.5659,127.0472,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2023-12-20
2173.0,개방화장실,법제3조제16호-영제3조제1항제1호,마장기사식당앞,서울특별시 성동구 마장로42길 25,서울특별시 성동구 마장동 779,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2010-01,37.5656,127.0468,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2023-12-20
2174.0,개방화장실,법제3조제16호-영제3조제1항제1호,동마장어린이공원,서울특별시 성동구 마장동 780-1,서울특별시 성동구 마장동 780-1,2,2,0,0,0,0,2,1,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,1980-07,37.5663,127.0457,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,"""""","""""",2023-12-20
2175.0,개방화장실,법제3조제16호-영제3조제1항제1호,마장축산물 한전뒤,서울특별시 성동구 마장동 494,서울특별시 성동구 마장동 494,2,2,0,0,0,0,5,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2010-01,37.5686,127.0391,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,남자화장실+여자화장실,2022-11,2023-12-20
2176.0,개방화장실,법제3조제16호-영제3조제1항제1호,마장축산물시장,서울특별시 성동구 살곶이길 40,서울특별시 성동구 마장동 437,2,3,0,0,0,0,5,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,1986-01,37.5711,127.0411,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,"""""","""""",2023-12-20
2177.0,개방화장실,법제3조제16호-영제3조제1항제1호,살곶이 진입부,서울특별시 성동구 살곶이길 259,서울특별시 성동구 사근동 102-28,1,1,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과,"""02-2286-5549""",상시,00:00~24:00,2008-01,37.5544,127.0479,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2023-12-20
2178.0,개방화장실,"""""",강남블루지움,서울특별시 밤고개로 219,"""""",10,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4747519175665,127.107033929306,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2179.0,개방화장실,"""""",자곡주유소,서울특별시 밤고개로 120 (자곡동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~24:00,"""""",37.4835336870413,127.104011797711,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2180.0,개방화장실,"""""",강남복지충전소,서울특별시 밤고개로 200,"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4764893247355,127.105339916765,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2181.0,개방화장실,"""""",강남푸르지오시티1차,서울특별시 자곡로 191 (자곡동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4748701486468,127.103575620444,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2182.0,개방화장실,"""""",강남푸르지오시티2차,서울특별시 자곡로 192 (자곡동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",정시,"""""",37.4744693015664,127.103972215768,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2183.0,개방화장실,"""""",주)중앙에너비스수서지점,서울특별시 광평로 202 (수서동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4840309826118,127.094990199181,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2184.0,개방화장실,"""""",수서현대벤처빌,서울특별시 밤고개로1길 10 (수서동),"""""",14,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4880244867416,127.101844450006,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2185.0,개방화장실,"""""",사이룩스오피스텔(동관동),서울특별시 광평로 295 (수서동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4885591040326,127.104470715166,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2186.0,개방화장실,"""""",사이룩스오피스텔(서관동),서울특별시 광평로 295 (수서동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4885591040326,127.104470715166,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2187.0,개방화장실,"""""",동익아파트 상가,서울특별시 광평로39길 3(수서동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.4857662768639,127.097263256365,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2188.0,개방화장실,"""""",덕산빌딩,서울특별시 압구정로 108 (신사동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",정시,"""""",37.5228889090644,127.020600022676,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2189.0,개방화장실,"""""",제이타워,서울특별시 도산대로 139 (신사동),"""""",13,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~23:00,"""""",37.5182354568772,127.02370708908,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2190.0,개방화장실,"""""",안테룸 호텔,서울특별시 도산대로 153,"""""",2,0,0,0,0,0,0,0,0,개인,"""""","""""",09:00~18:00,"""""",37.5188658448158,127.025224654498,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2191.0,개방화장실,"""""",극동스포츠빌딩,서울특별시 압구정로 152 (신사동),"""""",9,0,0,0,0,0,0,0,0,개인,"""""","""""",05:00~23:00,"""""",37.5255648913174,127.026048899405,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2192.0,개방화장실,"""""",㈜새서울석유,서울특별시 압구정로 154 (신사동),"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5258295895753,127.026526394126,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2193.0,개방화장실,"""""",미성(아)상가,서울특별시 압구정로 113-22 (압구정동),"""""",12,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~24:00,"""""",37.5247411726121,127.019644043561,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2194.0,개방화장실,"""""",압구정빌딩,서울특별시 논현로 842 (신사동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5240379714226,127.028730922791,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2195.0,개방화장실,"""""",ANDAZ(지하층),서울특별시 논현로 854(신사동),"""""",19,0,0,0,0,0,0,0,0,개인,"""""","""""",10:00~22:30,"""""",37.5253215967063,127.028865132152,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2196.0,개방화장실,"""""",구정빌딩,서울특별시 논현로 868 (신사동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",08:00~20:00,"""""",37.5260853713573,127.028885110878,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2197.0,개방화장실,"""""",중산빌딩,서울특별시 논현로 878 (신사동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",07:00~19:00,"""""",37.527091413813,127.028952132655,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2198.0,개방화장실,"""""",백영신사빌딩,서울특별시 도산대로 307 (신사동),"""""",4,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5222760218429,127.034896933822,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2199.0,개방화장실,"""""",압구정주유소,서울특별시 언주로842 (신사동),"""""",4,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5253467761709,127.033802833889,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2200.0,개방화장실,"""""",한양주유소,서울특별시 압구정로 302 (신사동),"""""",3,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5288083225857,127.034160991395,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2201.0,개방화장실,"""""",반도상가,서울특별시 압구정로 306 (신사동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5288546415044,127.034753151499,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2202.0,개방화장실,"""""",쌍봉빌딩,서울특별시 언주로 874 (신사동),"""""",4,0,0,0,0,0,0,0,0,개인,"""""","""""",06:00~23:00,"""""",37.5286518222769,127.034148249145,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2203.0,개방화장실,"""""",씨네시티,서울특별시 도산대로 323 (신사동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",14:00~24:00,"""""",37.5229110254398,127.037043534807,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2204.0,개방화장실,"""""",배강빌딩,서울특별시 선릉로 801 (신사동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5235716964761,127.038832710012,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2205.0,개방화장실,"""""",현대상가 4동,서울특별시 압구정로29길 71 (압구정동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5336032834133,127.028325815765,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2206.0,개방화장실,"""""",현대상가 10차동,서울특별시 압구정로29길 69 (압구정동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5310864337439,127.025108957864,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2207.0,개방화장실,"""""",주구 1상가,서울특별시 압구정로29길 68 (압구정동),"""""",5,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5325363787069,127.029186511113,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2208.0,개방화장실,"""""",주구 2상가,서울특별시 압구정로29길 68 (압구정동),"""""",7,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5325363787069,127.029186511113,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2209.0,개방화장실,"""""",금강쇼핑센터,서울특별시 압구정로 201 (압구정동),"""""",10,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5315299419058,127.029261128897,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2210.0,개방화장실,"""""",성지하이츠 3차 오피스텔,서울특별시 논현로 507 (역삼동),"""""",8,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5015784938059,127.036157208818,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2211.0,개방화장실,"""""",성지하이츠 2차 오피스텔,서울특별시 테헤란로 147 (역삼동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5008485547307,127.035677012169,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
2212.0,개방화장실,"""""",송산빌딩,서울특별시 봉은사로 210 (역삼동),"""""",6,0,0,0,0,0,0,0,0,개인,"""""","""""",상시,"""""",37.5074403490042,127.035248895537,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,"""""",N,N,"""""","""""",2022-11-28
